"Story","Title","Result","Date","Stability","Duration (s)"
"Un usuario ingresa a YouTube, para realizar varias acciones","Acceso e Interaccion con YouTube","SUCCESS","2020-01-16T17:31:39.096-05:00[America/Bogota]","0.0","81.32"
